r1	NC_009925.0
r69328	NC_008261.2
r69329	NC_008261.3
r69330	NC_008261.4
r69331	NC_008262.0
r69332	NC_008262.1
r69333	NC_008262.2
r69334	NC_008262.3
r69335	NC_008262.4
r69336	NC_008265.0
r69337	NC_008265.1
r69338	NC_008265.2
r69339	NC_008265.3
r69340	NC_008265.4
r69341	NC_006958.0
r69342	NC_006958.1
r69343	NC_006958.2
r69344	NC_006958.3
r69345	NC_006958.4
r69346	NC_003450.0
r69347	NC_003450.1
r69348	NC_003450.2
r69349	NC_003450.3
r69350	NC_003450.4
r69351	NC_009342.0
r69352	NC_009342.1
r69353	NC_009342.2
r69354	NC_009342.3
r69355	NC_009342.4
r69356	NC_009726.0
r69357	NC_009726.1
r69358	NC_009726.2
r69359	NC_009726.3
r69360	NC_009726.4
r69361	NC_009727.0
r69362	NC_009727.1
r69363	NC_009727.2
r69364	NC_009727.3
r69365	NC_009727.4
r69366	NC_010117.0
r69367	NC_010117.1
r69368	NC_010117.2
r69369	NC_010117.3
r69370	NC_010117.4
r69371	NC_002971.0
r69372	NC_002971.1
r69373	NC_002971.2
r69374	NC_002971.3
r69375	NC_002971.4
r69376	NC_008741.0
r69377	NC_008741.1
r69378	NC_008741.2
r69379	NC_008741.3
r69380	NC_008741.4
r69381	NC_008751.0
r69382	NC_008751.1
r69383	NC_008751.2
r69384	NC_008751.3
r69385	NC_008751.4
r69386	NC_002937.0
r69387	NC_002937.1
r69388	NC_002937.2
r69389	NC_002937.3
r69390	NC_002937.4
r69391	NC_005863.0
r69392	NC_005863.1
r69393	NC_005863.2
r69394	NC_005863.3
r69395	NC_005863.4
r69396	NC_006831.0
r69397	NC_006831.1
r69398	NC_006831.2
r69399	NC_006831.3
r69400	NC_006831.4
r69401	NC_005295.0
r69402	NC_005295.1
r69403	NC_005295.2
r69404	NC_005295.3
r69405	NC_005295.4
r69406	NC_006832.0
r69407	NC_006832.1
r69408	NC_006832.2
r69409	NC_006832.3
r69410	NC_006832.4
r69411	NC_008253.0
r69412	NC_008253.1
r69413	NC_008253.2
r69414	NC_008253.3
r69415	NC_008253.4
r69416	NC_008563.0
r69417	NC_008563.1
r69418	NC_008563.2
r69419	NC_008563.3
r69420	NC_008563.4
r69421	NC_009838.0
r69422	NC_009838.1
r69423	NC_009838.2
r69424	NC_009838.3
r69425	NC_009838.4
r69426	NC_009837.0
r69427	NC_009837.1
r69428	NC_009837.2
r69429	NC_009837.3
r69430	NC_009837.4
r69431	NC_004431.0
r69432	NC_004431.1
r69433	NC_004431.2
r69434	NC_004431.3
r69435	NC_004431.4
r69436	NC_010468.0
r69437	NC_010468.1
r69438	NC_010468.2
r69439	NC_010468.3
r69440	NC_010468.4
r69441	NC_009786.0
r69442	NC_009786.1
r69443	NC_009786.2
r69444	NC_009786.3
r69445	NC_009786.4
r69446	NC_009788.0
r69447	NC_009788.1
r69448	NC_009788.2
r69449	NC_009788.3
r69450	NC_009788.4
r69451	NC_009790.0
r69452	NC_009790.1
r69453	NC_009790.2
r69454	NC_009790.3
r69455	NC_009790.4
r69456	NC_009801.0
r69457	NC_009801.1
r69458	NC_009801.2
r69459	NC_009801.3
r69460	NC_009801.4
r69461	NC_009800.0
r69462	NC_009800.1
r69463	NC_009800.2
r69464	NC_009800.3
r69465	NC_009800.4
r69466	NC_000913.0
r69467	NC_000913.1
r69468	NC_000913.2
r69469	NC_000913.3
r69470	NC_000913.4
r69471	NC_010473.0
r69472	NC_010473.1
r69473	NC_010473.2
r69474	NC_010473.3
r69475	NC_010473.4
r69476	NC_002128.0
r69477	NC_002128.1
r69478	NC_002128.2
r69479	NC_002128.3
r69480	NC_002128.4
r69481	NC_002695.0
r69482	NC_002695.1
r69483	NC_002695.2
r69484	NC_002695.3
r69485	NC_002695.4
r69486	NC_002655.0
r69487	NC_002655.1
r69488	NC_002655.2
r69489	NC_002655.3
r69490	NC_002655.4
r69491	NC_007414.0
r69492	NC_007414.1
r69493	NC_007414.2
r69494	NC_007414.3
r69495	NC_007414.4
r69496	NC_011413.0
r69497	NC_011413.1
r69498	NC_011413.2
r69499	NC_011413.3
r69500	NC_011413.4
r69501	NC_011415.0
r69502	NC_011415.1
r69503	NC_011415.2
r69504	NC_011415.3
r69505	NC_011415.4
r69506	NC_011416.0
r69507	NC_011416.1
r69508	NC_011416.2
r69509	NC_011416.3
r69510	NC_011416.4
r69511	NC_011419.0
r69512	NC_011419.1
r69513	NC_011419.2
r69514	NC_011419.3
r69515	NC_011419.4
r69516	NC_011350.0
r69517	NC_011350.1
r69518	NC_011350.2
r69519	NC_011350.3
r69520	NC_011350.4
r69521	NC_011353.0
r69522	NC_011353.1
r69523	NC_011353.2
r69524	NC_011353.3
r69525	NC_011353.4
r69526	NC_011351.0
r69527	NC_011351.1
r69528	NC_011351.2
r69529	NC_011351.3
r69530	NC_011351.4
r69531	NC_010488.0
r69532	NC_010488.1
r69533	NC_010488.2
r69534	NC_010488.3
r69535	NC_010488.4
r69536	NC_010498.0
r69537	NC_010498.1
r69538	NC_010498.2
r69539	NC_010498.3
r69540	NC_010498.4
r69541	NC_007946.0
r69542	NC_007946.1
r69543	NC_007946.2
r69544	NC_007946.3
r69545	NC_007946.4
r69546	NC_007941.0
r69547	NC_007941.1
r69548	NC_007941.2
r69549	NC_007941.3
r69550	NC_007941.4
r69551	AC_000091.0
r69552	AC_000091.1
r69553	AC_000091.2
r69554	AC_000091.3
r69555	AC_000091.4
r69556	NC_000091.0
r69557	NC_000091.1
r69558	NC_000091.2
r69559	NC_000091.3
r69560	NC_000091.4
r69561	NC_008245.0
r69562	NC_008245.1
r69563	NC_008245.2
r69564	NC_008245.3
r69565	NC_008245.4
r69566	NC_009257.0
r69567	NC_009257.1
r69568	NC_009257.2
r69569	NC_009257.3
r69570	NC_009257.4
r69571	NC_007880.0
r69572	NC_007880.1
r69573	NC_007880.2
r69574	NC_007880.3
r69575	NC_007880.4
r69576	NC_009749.0
r69577	NC_009749.1
r69578	NC_009749.2
r69579	NC_009749.3
r69580	NC_009749.4
r69581	NC_008369.0
r69582	NC_008369.1
r69583	NC_008369.2
r69584	NC_008369.3
r69585	NC_008369.4
r69586	NC_010677.0
r69587	NC_010677.1
r69588	NC_010677.2
r69589	NC_010677.3
r69590	NC_010677.4
r69591	NC_008601.0
r69592	NC_008601.1
r69593	NC_008601.2
r69594	NC_008601.3
r69595	NC_008601.4
r69596	NC_006570.0
r69597	NC_006570.1
r69598	NC_006570.2
r69599	NC_006570.3
r69600	NC_006570.4
r69601	NC_000907.0
r69602	NC_000907.1
r69603	NC_000907.2
r69604	NC_000907.3
r69605	NC_000907.4
r69606	NC_007146.0
r69607	NC_007146.1
r69608	NC_007146.2
r69609	NC_007146.3
r69610	NC_007146.4
r69611	NC_009566.0
r69612	NC_009566.1
r69613	NC_009566.2
r69614	NC_009566.3
r69615	NC_009566.4
r69616	NC_009567.0
r69617	NC_009567.1
r69618	NC_009567.2
r69619	NC_009567.3
r69620	NC_009567.4
r69621	NC_008309.0
r69622	NC_008309.1
r69623	NC_008309.2
r69624	NC_008309.3
r69625	NC_008309.4
r69626	NC_010519.0
r69627	NC_010519.1
r69628	NC_010519.2
r69629	NC_010519.3
r69630	NC_010519.4
r69631	NC_000915.0
r69632	NC_000915.1
r69633	NC_000915.2
r69634	NC_000915.3
r69635	NC_000915.4
r69636	NC_011333.0
r69637	NC_011333.1
r69638	NC_011333.2
r69639	NC_011333.3
r69640	NC_011333.4
r69641	NC_008086.0
r69642	NC_008086.1
r69643	NC_008086.2
r69644	NC_008086.3
r69645	NC_008086.4
r69646	NC_000921.0
r69647	NC_000921.1
r69648	NC_000921.2
r69649	NC_000921.3
r69650	NC_000921.4
r69651	NC_011498.0
r69652	NC_011498.1
r69653	NC_011498.2
r69654	NC_011498.3
r69655	NC_011498.4
r69656	NC_002505.0
r69657	NC_002505.1
r69658	NC_002505.2
r69659	NC_002505.3
r69660	NC_002505.4
r69661	NC_002506.0
r69662	NC_002506.1
r69663	NC_002506.2
r69664	NC_002506.3
r69665	NC_002506.4
r69666	NC_010698.0
r69667	NC_010698.1
r69668	NC_010698.2
r69669	NC_010698.3
r69670	NC_010698.4
r69671	NC_011283.0
r69672	NC_011283.1
r69673	NC_011283.2
r69674	NC_011283.3
r69675	NC_011283.4
r69676	NC_011282.0
r69677	NC_011282.1
r69678	NC_011282.2
r69679	NC_011282.3
r69680	NC_011282.4
r69681	NC_011281.0
r69682	NC_011281.1
r69683	NC_011281.2
r69684	NC_011281.3
r69685	NC_011281.4
r69686	NC_009648.0
r69687	NC_009648.1
r69688	NC_009648.2
r69689	NC_009648.3
r69690	NC_009648.4
r69691	NC_009649.0
r69692	NC_009649.1
r69693	NC_009649.2
r69694	NC_009649.3
r69695	NC_009649.4
r69696	NC_009650.0
r69697	NC_009650.1
r69698	NC_009650.2
r69699	NC_009650.3
r69700	NC_009650.4
r69701	NC_009651.0
r69702	NC_009651.1
r69703	NC_009651.2
r69704	NC_009651.3
r69705	NC_009651.4
r69706	NC_010999.0
r69707	NC_010999.1
r69708	NC_010999.2
r69709	NC_010999.3
r69710	NC_010999.4
r69711	NC_008526.0
r69712	NC_008526.1
r69713	NC_008526.2
r69714	NC_008526.3
r69715	NC_008526.4
r69716	NC_008054.0
r69717	NC_008054.1
r69718	NC_008054.2
r69719	NC_008054.3
r69720	NC_008054.4
r69721	NC_008529.0
r69722	NC_008529.1
r69723	NC_008529.2
r69724	NC_008529.3
r69725	NC_008529.4
r69726	NC_009513.0
r69727	NC_009513.1
r69728	NC_009513.2
r69729	NC_009513.3
r69730	NC_009513.4
r69731	NC_010609.0
r69732	NC_010609.1
r69733	NC_010609.2
r69734	NC_010609.3
r69735	NC_010609.4
r69736	NC_002662.0
r69737	NC_002662.1
r69738	NC_002662.2
r69739	NC_002662.3
r69740	NC_002662.4
r69741	NC_009004.0
r69742	NC_009004.1
r69743	NC_009004.2
r69744	NC_009004.3
r69745	NC_009004.4
r69746	NC_008505.0
r69747	NC_008505.1
r69748	NC_008505.2
r69749	NC_008505.3
r69750	NC_008505.4
r69751	NC_008527.0
r69752	NC_008527.1
r69753	NC_008527.2
r69754	NC_008527.3
r69755	NC_008527.4
r69756	NC_009494.0
r69757	NC_009494.1
r69758	NC_009494.2
r69759	NC_009494.3
r69760	NC_009494.4
r69761	NC_006366.0
r69762	NC_006366.1
r69763	NC_006366.2
r69764	NC_006366.3
r69765	NC_006366.4
r69766	NC_006369.0
r69767	NC_006369.1
r69768	NC_006369.2
r69769	NC_006369.3
r69770	NC_006369.4
r69771	NC_006365.0
r69772	NC_006365.1
r69773	NC_006365.2
r69774	NC_006365.3
r69775	NC_006365.4
r69776	NC_006368.0
r69777	NC_006368.1
r69778	NC_006368.2
r69779	NC_006368.3
r69780	NC_006368.4
r69781	NC_002942.0
r69782	NC_002942.1
r69783	NC_002942.2
r69784	NC_002942.3
r69785	NC_002942.4
r69786	NC_010842.0
r69787	NC_010842.1
r69788	NC_010842.2
r69789	NC_010842.3
r69790	NC_010842.4
r69791	NC_010845.0
r69792	NC_010845.1
r69793	NC_010845.2
r69794	NC_010845.3
r69795	NC_010845.4
r69796	NC_010846.0
r69797	NC_010846.1
r69798	NC_010846.2
r69799	NC_010846.3
r69800	NC_010846.4
r69801	NC_010602.0
r69802	NC_010602.1
r69803	NC_010602.2
r69804	NC_010602.3
r69805	NC_010602.4
r69806	NC_010843.0
r69807	NC_010843.1
r69808	NC_010843.2
r69809	NC_010843.3
r69810	NC_010843.4
r69811	NC_010844.0
r69812	NC_010844.1
r69813	NC_010844.2
r69814	NC_010844.3
r69815	NC_010844.4
r69816	NC_008510.0
r69817	NC_008510.1
r69818	NC_008510.2
r69819	NC_008510.3
r69820	NC_008510.4
r69821	NC_008511.0
r69822	NC_008511.1
r69823	NC_008511.2
r69824	NC_008511.3
r69825	NC_008511.4
r69826	NC_008508.0
r69827	NC_008508.1
r69828	NC_008508.2
r69829	NC_008508.3
r69830	NC_008508.4
r69831	NC_008509.0
r69832	NC_008509.1
r69833	NC_008509.2
r69834	NC_008509.3
r69835	NC_008509.4
r69836	NC_003210.0
r69837	NC_003210.1
r69838	NC_003210.2
r69839	NC_003210.3
r69840	NC_003210.4
r69841	NC_005823.0
r69842	NC_005823.1
r69843	NC_005823.2
r69844	NC_005823.3
r69845	NC_005823.4
r69846	NC_005824.0
r69847	NC_005824.1
r69848	NC_005824.2
r69849	NC_005824.3
r69850	NC_005824.4
r69851	NC_004342.0
r69852	NC_004342.1
r69853	NC_004342.2
r69854	NC_004342.3
r69855	NC_004342.4
r69856	NC_004343.0
r69857	NC_004343.1
r69858	NC_004343.2
r69859	NC_004343.3
r69860	NC_004343.4
r69861	NC_002973.0
r69862	NC_002973.1
r69863	NC_002973.2
r69864	NC_002973.3
r69865	NC_002973.4
r69866	NC_009135.0
r69867	NC_009135.1
r69868	NC_009135.2
r69869	NC_009135.3
r69870	NC_009135.4
r69871	NC_009975.0
r69872	NC_009975.1
r69873	NC_009975.2
r69874	NC_009975.3
r69875	NC_009975.4
r69876	NC_009637.0
r69877	NC_009637.1
r69878	NC_009637.2
r69879	NC_009637.3
r69880	NC_009637.4
r69881	NC_005791.0
r69882	NC_005791.1
r69883	NC_005791.2
r69884	NC_005791.3
r69885	NC_005791.4
r69886	NC_008595.0
r69887	NC_008595.1
r69888	NC_008595.2
r69889	NC_008595.3
r69890	NC_008595.4
r69891	NC_002944.0
r69892	NC_002944.1
r69893	NC_002944.2
r69894	NC_002944.3
r69895	NC_002944.4
r69896	NC_008769.0
r69897	NC_008769.1
r69898	NC_008769.2
r69899	NC_008769.3
r69900	NC_008769.4
r69901	NC_002945.0
r69902	NC_002945.1
r69903	NC_002945.2
r69904	NC_002945.3
r69905	NC_002945.4
r69906	NC_009512.0
r69907	NC_009512.1
r69908	NC_009512.2
r69909	NC_009512.3
r69910	NC_009512.4
r69911	NC_010322.0
r69912	NC_010322.1
r69913	NC_010322.2
r69914	NC_010322.3
r69915	NC_010322.4
r69916	NC_002947.0
r69917	NC_002947.1
r69918	NC_002947.2
r69919	NC_002947.3
r69920	NC_002947.4
r69921	NC_010501.0
r69922	NC_010501.1
r69923	NC_010501.2
r69924	NC_010501.3
r69925	NC_010501.4
r69926	NC_002755.0
r69927	NC_002755.1
r69928	NC_002755.2
r69929	NC_002755.3
r69930	NC_002755.4
r69931	NC_009565.0
r69932	NC_009565.1
r69933	NC_009565.2
r69934	NC_009565.3
r69935	NC_009565.4
r69936	NC_009525.0
r69937	NC_009525.1
r69938	NC_009525.2
r69939	NC_009525.3
r69940	NC_009525.4
r69941	NC_000962.0
r69942	NC_000962.1
r69943	NC_000962.2
r69944	NC_000962.3
r69945	NC_000962.4
r69946	NC_006360.0
r69947	NC_006360.1
r69948	NC_006360.2
r69949	NC_006360.3
r69950	NC_006360.4
r69951	NC_007332.0
r69952	NC_007332.1
r69953	NC_007332.2
r69954	NC_007332.3
r69955	NC_007332.4
r69956	NC_007295.0
r69957	NC_007295.1
r69958	NC_007295.2
r69959	NC_007295.3
r69960	NC_007295.4
r69961	NC_002946.0
r69962	NC_002946.1
r69963	NC_002946.2
r69964	NC_002946.3
r69965	NC_002946.4
r69966	NC_011035.0
r69967	NC_011035.1
r69968	NC_011035.2
r69969	NC_011035.3
r69970	NC_011035.4
r69971	NC_010120.0
r69972	NC_010120.1
r69973	NC_010120.2
r69974	NC_010120.3
r69975	NC_010120.4
r69976	NC_008767.0
r69977	NC_008767.1
r69978	NC_008767.2
r69979	NC_008767.3
r69980	NC_008767.4
r69981	NC_003112.0
r69982	NC_003112.1
r69983	NC_003112.2
r69984	NC_003112.3
r69985	NC_003112.4
r69986	NC_003116.0
r69987	NC_003116.1
r69988	NC_003116.2
r69989	NC_003116.3
r69990	NC_003116.4
r69991	NC_009488.0
r69992	NC_009488.1
r69993	NC_009488.2
r69994	NC_009488.3
r69995	NC_009488.4
r69996	NC_010793.0
r69997	NC_010793.1
r69998	NC_010793.2
r69999	NC_010793.3
r70000	NC_010793.4
r70001	NC_010729.0
r70002	NC_010729.1
r70003	NC_010729.2
r70004	NC_010729.3
r70005	NC_010729.4
r70006	NC_002950.0
r70007	NC_002950.1
r70008	NC_002950.2
r70009	NC_002950.3
r70010	NC_002950.4
r70011	NC_008816.0
r70012	NC_008816.1
r70013	NC_008816.2
r70014	NC_008816.3
r70015	NC_008816.4
r70016	NC_005042.0
r70017	NC_005042.1
r70018	NC_005042.2
r70019	NC_005042.3
r70020	NC_005042.4
r70021	NC_005072.0
r70022	NC_005072.1
r70023	NC_005072.2
r70024	NC_005072.3
r70025	NC_005072.4
r70026	NC_005071.0
r70027	NC_005071.1
r70028	NC_005071.2
r70029	NC_005071.3
r70030	NC_005071.4
r70031	NC_009976.0
r70032	NC_009976.1
r70033	NC_009976.2
r70034	NC_009976.3
r70035	NC_009976.4
r70036	NC_009840.0
r70037	NC_009840.1
r70038	NC_009840.2
r70039	NC_009840.3
r70040	NC_009840.4
r70041	NC_009091.0
r70042	NC_009091.1
r70043	NC_009091.2
r70044	NC_009091.3
r70045	NC_009091.4
r70046	NC_008820.0
r70047	NC_008820.1
r70048	NC_008820.2
r70049	NC_008820.3
r70050	NC_008820.4
r70051	NC_007577.0
r70052	NC_007577.1
r70053	NC_007577.2
r70054	NC_007577.3
r70055	NC_007577.4
r70056	NC_008817.0
r70057	NC_008817.1
r70058	NC_008817.2
r70059	NC_008817.3
r70060	NC_008817.4
r70061	NC_008819.0
r70062	NC_008819.1
r70063	NC_008819.2
r70064	NC_008819.3
r70065	NC_008819.4
r70066	NC_007335.0
r70067	NC_007335.1
r70068	NC_007335.2
r70069	NC_007335.3
r70070	NC_007335.4
r70071	NC_002516.0
r70072	NC_002516.1
r70073	NC_002516.2
r70074	NC_002516.3
r70075	NC_002516.4
r70076	NC_008313.0
r70077	NC_008313.1
r70078	NC_008313.2
r70079	NC_008313.3
r70080	NC_008313.4
r70081	NC_008314.0
r70082	NC_008314.1
r70083	NC_008314.2
r70084	NC_008314.3
r70085	NC_008314.4
r70086	NC_005241.0
r70087	NC_005241.1
r70088	NC_005241.2
r70089	NC_005241.3
r70090	NC_005241.4
r70091	NC_009656.0
r70092	NC_009656.1
r70093	NC_009656.2
r70094	NC_009656.3
r70095	NC_009656.4
r70096	NC_008463.0
r70097	NC_008463.1
r70098	NC_008463.2
r70099	NC_008463.3
r70100	NC_008463.4
r70101	NC_004129.0
r70102	NC_004129.1
r70103	NC_004129.2
r70104	NC_004129.3
r70105	NC_004129.4
r70106	NC_007492.0
r70107	NC_007492.1
r70108	NC_007492.2
r70109	NC_007492.3
r70110	NC_007492.4
r70111	NC_005773.0
r70112	NC_005773.1
r70113	NC_005773.2
r70114	NC_005773.3
r70115	NC_005773.4
r70116	NC_007274.0
r70117	NC_007274.1
r70118	NC_007274.2
r70119	NC_007274.3
r70120	NC_007274.4
r70121	NC_007275.0
r70122	NC_007275.1
r70123	NC_007275.2
r70124	NC_007275.3
r70125	NC_007275.4
r70126	NC_007005.0
r70127	NC_007005.1
r70128	NC_007005.2
r70129	NC_007005.3
r70130	NC_007005.4
r70131	NC_004578.0
r70132	NC_004578.1
r70133	NC_004578.2
r70134	NC_004578.3
r70135	NC_004578.4
r70136	NC_004632.0
r70137	NC_004632.1
r70138	NC_004632.2
r70139	NC_004632.3
r70140	NC_004632.4
r70141	NC_004633.0
r70142	NC_004633.1
r70143	NC_004633.2
r70144	NC_004633.3
r70145	NC_004633.4
r70146	NC_007336.0
r70147	NC_007336.1
r70148	NC_007336.2
r70149	NC_007336.3
r70150	NC_007336.4
r70151	NC_007337.0
r70152	NC_007337.1
r70153	NC_007337.2
r70154	NC_007337.3
r70155	NC_007337.4
r70156	NC_007347.0
r70157	NC_007347.1
r70158	NC_007347.2
r70159	NC_007347.3
r70160	NC_007347.4
r70161	NC_007348.0
r70162	NC_007348.1
r70163	NC_007348.2
r70164	NC_007348.3
r70165	NC_007348.4
r70166	NC_007761.0
r70167	NC_007761.1
r70168	NC_007761.2
r70169	NC_007761.3
r70170	NC_007761.4
r70171	NC_007762.0
r70172	NC_007762.1
r70173	NC_007762.2
r70174	NC_007762.3
r70175	NC_007762.4
r70176	NC_007763.0
r70177	NC_007763.1
r70178	NC_007763.2
r70179	NC_007763.3
r70180	NC_007763.4
r70181	NC_007764.0
r70182	NC_007764.1
r70183	NC_007764.2
r70184	NC_007764.3
r70185	NC_007764.4
r70186	NC_007765.0
r70187	NC_007765.1
r70188	NC_007765.2
r70189	NC_007765.3
r70190	NC_007765.4
r70191	NC_007766.0
r70192	NC_007766.1
r70193	NC_007766.2
r70194	NC_007766.3
r70195	NC_007766.4
r70196	NC_004041.0
r70197	NC_004041.1
r70198	NC_004041.2
r70199	NC_004041.3
r70200	NC_004041.4
r70201	NC_010994.0
r70202	NC_010994.1
r70203	NC_010994.2
r70204	NC_010994.3
r70205	NC_010994.4
r70206	NC_010998.0
r70207	NC_010998.1
r70208	NC_010998.2
r70209	NC_010998.3
r70210	NC_010998.4
r70211	NC_010996.0
r70212	NC_010996.1
r70213	NC_010996.2
r70214	NC_010996.3
r70215	NC_010996.4
r70216	NC_010997.0
r70217	NC_010997.1
r70218	NC_010997.2
r70219	NC_010997.3
r70220	NC_010997.4
r70221	NC_011370.0
r70222	NC_011370.1
r70223	NC_011370.2
r70224	NC_011370.3
r70225	NC_011370.4
r70226	NC_011369.0
r70227	NC_011369.1
r70228	NC_011369.2
r70229	NC_011369.3
r70230	NC_011369.4
r70231	NC_011368.0
r70232	NC_011368.1
r70233	NC_011368.2
r70234	NC_011368.3
r70235	NC_011368.4
r70236	NC_011366.0
r70237	NC_011366.1
r70238	NC_011366.2
r70239	NC_011366.3
r70240	NC_011366.4
r70241	NC_011371.0
r70242	NC_011371.1
r70243	NC_011371.2
r70244	NC_011371.3
r70245	NC_011371.4
r70246	NC_008378.0
r70247	NC_008378.1
r70248	NC_008378.2
r70249	NC_008378.3
r70250	NC_008378.4
r70251	NC_008380.0
r70252	NC_008380.1
r70253	NC_008380.2
r70254	NC_008380.3
r70255	NC_008380.4
r70256	NC_008379.0
r70257	NC_008379.1
r70258	NC_008379.2
r70259	NC_008379.3
r70260	NC_008379.4
r70261	NC_008381.0
r70262	NC_008381.1
r70263	NC_008381.2
r70264	NC_008381.3
r70265	NC_008381.4
r70266	NC_008383.0
r70267	NC_008383.1
r70268	NC_008383.2
r70269	NC_008383.3
r70270	NC_008383.4
r70271	NC_008384.0
r70272	NC_008384.1
r70273	NC_008384.2
r70274	NC_008384.3
r70275	NC_008384.4
r70276	NC_008382.0
r70277	NC_008382.1
r70278	NC_008382.2
r70279	NC_008382.3
r70280	NC_008382.4
r70281	NC_007488.0
r70282	NC_007488.1
r70283	NC_007488.2
r70284	NC_007488.3
r70285	NC_007488.4
r70286	NC_007489.0
r70287	NC_007489.1
r70288	NC_007489.2
r70289	NC_007489.3
r70290	NC_007489.4
r70291	NC_007490.0
r70292	NC_007490.1
r70293	NC_007490.2
r70294	NC_007490.3
r70295	NC_007490.4
r70296	NC_007493.0
r70297	NC_007493.1
r70298	NC_007493.2
r70299	NC_007493.3
r70300	NC_007493.4
r70301	NC_007494.0
r70302	NC_007494.1
r70303	NC_007494.2
r70304	NC_007494.3
r70305	NC_007494.4
r70306	NC_009007.0
r70307	NC_009007.1
r70308	NC_009007.2
r70309	NC_009007.3
r70310	NC_009007.4
r70311	NC_009428.0
r70312	NC_009428.1
r70313	NC_009428.2
r70314	NC_009428.3
r70315	NC_009428.4
r70316	NC_009429.0
r70317	NC_009429.1
r70318	NC_009429.2
r70319	NC_009429.3
r70320	NC_009429.4
r70321	NC_009430.0
r70322	NC_009430.1
r70323	NC_009430.2
r70324	NC_009430.3
r70325	NC_009430.4
r70326	NC_009431.0
r70327	NC_009431.1
r70328	NC_009431.2
r70329	NC_009431.3
r70330	NC_009431.4
r70331	NC_009040.0
r70332	NC_009040.1
r70333	NC_009040.2
r70334	NC_009040.3
r70335	NC_009040.4
r70336	NC_009049.0
r70337	NC_009049.1
r70338	NC_009049.2
r70339	NC_009049.3
r70340	NC_009049.4
r70341	NC_009050.0
r70342	NC_009050.1
r70343	NC_009050.2
r70344	NC_009050.3
r70345	NC_009050.4
r70346	NC_008435.0
r70347	NC_008435.1
r70348	NC_008435.2
r70349	NC_008435.3
r70350	NC_008435.4
r70351	NC_007925.0
r70352	NC_007925.1
r70353	NC_007925.2
r70354	NC_007925.3
r70355	NC_007925.4
r70356	NC_007958.0
r70357	NC_007958.1
r70358	NC_007958.2
r70359	NC_007958.3
r70360	NC_007958.4
r70361	NC_005296.0
r70362	NC_005296.1
r70363	NC_005296.2
r70364	NC_005296.3
r70365	NC_005296.4
r70366	NC_007778.0
r70367	NC_007778.1
r70368	NC_007778.2
r70369	NC_007778.3
r70370	NC_007778.4
r70371	NC_011004.0
r70372	NC_011004.1
r70373	NC_011004.2
r70374	NC_011004.3
r70375	NC_011004.4
r70376	NC_009883.0
r70377	NC_009883.1
r70378	NC_009883.2
r70379	NC_009883.3
r70380	NC_009883.4
r70381	NC_007940.0
r70382	NC_007940.1
r70383	NC_007940.2
r70384	NC_007940.3
r70385	NC_007940.4
r70386	NC_010263.0
r70387	NC_010263.1
r70388	NC_010263.2
r70389	NC_010263.3
r70390	NC_010263.4
r70391	NC_009882.0
r70392	NC_009882.1
r70393	NC_009882.2
r70394	NC_009882.3
r70395	NC_009882.4
r70396	NC_006855.0
r70397	NC_006855.1
r70398	NC_006855.2
r70399	NC_006855.3
r70400	NC_006855.4
r70401	NC_006856.0
r70402	NC_006856.1
r70403	NC_006856.2
r70404	NC_006856.3
r70405	NC_006856.4
r70406	NC_006905.0
r70407	NC_006905.1
r70408	NC_006905.2
r70409	NC_006905.3
r70410	NC_006905.4
r70411	NC_006511.0
r70412	NC_006511.1
r70413	NC_006511.2
r70414	NC_006511.3
r70415	NC_006511.4
r70416	NC_010067.0
r70417	NC_010067.1
r70418	NC_010067.2
r70419	NC_010067.3
r70420	NC_010067.4
r70421	NC_011148.0
r70422	NC_011148.1
r70423	NC_011148.2
r70424	NC_011148.3
r70425	NC_011148.4
r70426	NC_011149.0
r70427	NC_011149.1
r70428	NC_011149.2
r70429	NC_011149.3
r70430	NC_011149.4
r70431	NC_011204.0
r70432	NC_011204.1
r70433	NC_011204.2
r70434	NC_011204.3
r70435	NC_011204.4
r70436	NC_011205.0
r70437	NC_011205.1
r70438	NC_011205.2
r70439	NC_011205.3
r70440	NC_011205.4
r70441	NC_011294.0
r70442	NC_011294.1
r70443	NC_011294.2
r70444	NC_011294.3
r70445	NC_011294.4
r70446	NC_011274.0
r70447	NC_011274.1
r70448	NC_011274.2
r70449	NC_011274.3
r70450	NC_011274.4
r70451	NC_011081.0
r70452	NC_011081.1
r70453	NC_011081.2
r70454	NC_011081.3
r70455	NC_011081.4
r70456	NC_011083.0
r70457	NC_011083.1
r70458	NC_011083.2
r70459	NC_011083.3
r70460	NC_011083.4
r70461	NC_009140.0
r70462	NC_009140.1
r70463	NC_009140.2
r70464	NC_009140.3
r70465	NC_009140.4
r70466	NC_011080.0
r70467	NC_011080.1
r70468	NC_011080.2
r70469	NC_011080.3
r70470	NC_011080.4
r70471	NC_011147.0
r70472	NC_011147.1
r70473	NC_011147.2
r70474	NC_011147.3
r70475	NC_011147.4
r70476	NC_010102.0
r70477	NC_010102.1
r70478	NC_010102.2
r70479	NC_010102.3
r70480	NC_010102.4
r70481	NC_011092.0
r70482	NC_011092.1
r70483	NC_011092.2
r70484	NC_011092.3
r70485	NC_011092.4
r70486	NC_011094.0
r70487	NC_011094.1
r70488	NC_011094.2
r70489	NC_011094.3
r70490	NC_011094.4
r70491	NC_004631.0
r70492	NC_004631.1
